value	from	to
0,929769588	Рязанская обл.	Белгородская обл.
0,95655803	Самарская обл.	Белгородская обл.
0,915885147	Санкт-Петербург	Белгородская обл.
0,968272346	Саратовская обл.	Белгородская обл.
0,837776208	Саха (Якутия)	Белгородская обл.
0,80006835	Сахалинская обл.	Белгородская обл.
0,899241951	Свердловская обл.	Белгородская обл.
0,891558709	Севастополь	Белгородская обл.
0,818203418	Северная Осетия	Белгородская обл.
0,932279125	Смоленская обл.	Белгородская обл.
0,890658456	Ставропольский край	Белгородская обл.
0,948923784	Тамбовская обл.	Белгородская обл.
0,719479691	Татарстан	Белгородская обл.
0,953833703	Тверская обл.	Белгородская обл.
0,851247756	Томская обл.	Белгородская обл.
0,934979446	Тульская обл.	Белгородская обл.
0,479899592	Тыва	Белгородская обл.
0,90607208	Тюменская обл.	Белгородская обл.
0,907906356	Удмуртия	Белгородская обл.
0,916470345	Ульяновская обл.	Белгородская обл.
0,878090415	Хабаровский край	Белгородская обл.
0,830071864	Хакасия	Белгородская обл.
0,753719306	ХМАО – Югра	Белгородская обл.
0,923254907	Челябинская обл.	Белгородская обл.
0,76707399	Чечня	Белгородская обл.
0,875624108	Чувашия	Белгородская обл.
0,82847691	Чукотский АО	Белгородская обл.
0,648710959	Ямало-Ненецкий АО	Белгородская обл.
0,956078819	Ярославская обл.	Белгородская обл.
0,829451257	Адыгея	Брянская обл.
0,7012908	Алтай	Брянская обл.
0,882273303	Алтайский край	Брянская обл.
0,84832513	Амурская обл.	Брянская обл.
0,885477454	Архангельская обл.	Брянская обл.
0,923338154	Астраханская обл.	Брянская обл.
0,901881219	Башкортостан	Брянская обл.
0,934778963	Белгородская обл.	Брянская обл.
1	Брянская обл.	Брянская обл.
0,888058988	Бурятия	Брянская обл.
0,978898115	Владимирская обл.	Брянская обл.
0,885149817	Волгоградская обл.	Брянская обл.
0,890144425	Вологодская обл.	Брянская обл.
0,920567955	Воронежская обл.	Брянская обл.
0,830107929	Дагестан	Брянская обл.
0,815830515	Еврейская АО	Брянская обл.
0,946244542	Забайкальский край	Брянская обл.
0,921550799	Ивановская обл.	Брянская обл.
0,761794254	Ингушетия	Брянская обл.
0,913406759	Иркутская обл.	Брянская обл.
0,851424757	Кабардино-Балкария	Брянская обл.
0,95796919	Калининградская обл.	Брянская обл.
0,641307471	Калмыкия	Брянская обл.
0,929625397	Калужская обл.	Брянская обл.
0,775197234	Камчатский край	Брянская обл.
0,701292525	Карачаево-Черкессия	Брянская обл.
0,870089912	Карелия	Брянская обл.
0,810865134	Кемеровская обл.	Брянская обл.
0,862865347	Кировская обл.	Брянская обл.
